iter	Logloss
594	0.1789434862
595	0.1787796641
596	0.1786280438
597	0.178496669
598	0.1783594186
599	0.1782382556
600	0.1780939386
601	0.1778775406
602	0.1777974932
603	0.1776945475
604	0.1775529982
605	0.1774780947
606	0.1773061085
607	0.1772027494
608	0.1771041661
609	0.176847114
610	0.1767806188
611	0.1767778091
612	0.1767038373
613	0.1764151189
614	0.1763583983
615	0.1761043725
616	0.1759377514
617	0.1758051532
618	0.1756446049
619	0.1755270245
620	0.1752169368
621	0.1751281383
622	0.1750435368
623	0.1747561154
624	0.1746745822
625	0.1745354171
626	0.1744501691
627	0.1741768412
628	0.173999016
629	0.1739288304
630	0.1737271924
631	0.1737246033
632	0.1737133982
633	0.1736157296
634	0.1735347801
635	0.1732651636
636	0.1731847138
637	0.1731304415
638	0.1729441978
639	0.1727794729
640	0.1725444201
641	0.1724005157
642	0.1722245245
643	0.1719974523
644	0.17184756
645	0.171693186
646	0.1715439444
647	0.1714798706
648	0.1713604485
649	0.171187386
650	0.1709676642
651	0.170857035
652	0.1706249145
653	0.1703483756
654	0.1702551552
655	0.1701293677
656	0.1698690769
657	0.1697029753
658	0.1695450739
659	0.1694582265
660	0.1693736568
661	0.1692031709
662	0.1690147343
663	0.1688685649
664	0.1686588308
665	0.1683311857
666	0.1681891937
667	0.1680670516
668	0.1680254263
669	0.1679232377
670	0.1677875833
671	0.1676711805
672	0.1675533134
673	0.167359549
674	0.1671069231
675	0.1669766745
676	0.1669169581
677	0.1667060231
678	0.1666848917
679	0.1665727528
680	0.1662903845
681	0.1659844782
682	0.16569805
683	0.1656565218
684	0.1655042349
685	0.1653050719
686	0.165105504
687	0.1647604876
688	0.16463112
689	0.1645513626
690	0.1645230329
691	0.164431939
692	0.1643921315
693	0.1641266311
694	0.1639221962
695	0.1637673468
696	0.1637631529
697	0.1636592419
698	0.1634594307
699	0.1633822438
700	0.1632510071
701	0.163152646
702	0.1631506509
703	0.1630385626
704	0.1629428887
705	0.1628301104
706	0.1627385043
707	0.1626720586
708	0.1624697515
709	0.1622672027
710	0.1622349257
711	0.1621449916
712	0.1620988524
713	0.1619937878
714	0.1617717117
715	0.161662635
716	0.1613670825
717	0.1611283054
718	0.1609045662
719	0.1607897352
720	0.1607701955
721	0.1605414898
722	0.1603744671
723	0.1602429705
724	0.1601116106
725	0.1599767443
726	0.1598580049
727	0.159692377
728	0.1596370726
729	0.15954641
730	0.1593562337
731	0.1592913042
732	0.159229526
733	0.1591630972
734	0.1590444935
735	0.1590168746
736	0.158797541
737	0.1586161391
738	0.1586142802
739	0.1585526978
740	0.1583713687
741	0.1582534533
742	0.1579680028
743	0.1578720812
744	0.1577167305
745	0.1574317822
746	0.1572019669
747	0.1571902554
748	0.1571170295
749	0.156963416
750	0.1568761772
751	0.1567925359
752	0.1566699314
753	0.1564663403
754	0.1563577306
755	0.1562839184
756	0.1561472032
757	0.155888336
758	0.1557990814
759	0.1556220392
760	0.1554794552
761	0.1553681733
762	0.155224751
763	0.1550921489
764	0.1549483599
765	0.1548916202
766	0.154658439
767	0.1544796562
768	0.1543553586
769	0.1542787178
770	0.1541818423
771	0.1540819894
772	0.1539826847
773	0.1539748921
774	0.1539691656
775	0.1539318552
776	0.1537702504
777	0.1534835608
778	0.1534456854
779	0.1533370009
780	0.1531888175
781	0.1530753127
782	0.1529575109
783	0.152831242
784	0.1526650265
785	0.1525579783
786	0.1524586683
787	0.1523863761
788	0.1522428539
789	0.1521892848
790	0.1519925213
791	0.1518436577
792	0.1516320715
793	0.1515515105
794	0.1513648314
795	0.1512921733
796	0.1510546043
797	0.1509727404
798	0.1509686912
799	0.1509588461
800	0.1507591057
801	0.1505896576
802	0.1505625441
803	0.1504300791
804	0.1502423075
805	0.1501763438
806	0.1500707271
807	0.1499943873
808	0.1499049579
809	0.1498884081
810	0.1496836713
811	0.1495824718
812	0.1495172795
813	0.1492437043
814	0.1491206067
815	0.1490587527
816	0.1490066937
817	0.148950334
818	0.1488809152
819	0.1487738287
820	0.1487255632
821	0.1486648156
822	0.1485567977
823	0.1484764448
824	0.1483809646
825	0.1481317826
826	0.1480918288
827	0.1480772846
828	0.14794277
829	0.1476957581
830	0.1475723657
831	0.1475517991
832	0.1474356538
833	0.1473439529
834	0.1472131246
835	0.1471470581
836	0.1469849444
837	0.1469768898
838	0.1467788177
839	0.1467122597
840	0.1466233491
841	0.1465600707
842	0.1463682365
843	0.146174371
844	0.1461010713
845	0.1460463758
846	0.1460415533
847	0.1459574266
848	0.1458753894
849	0.1457405945
850	0.1456022786
851	0.1454446931
852	0.1453733304
853	0.1452171941
854	0.1451062164
855	0.1449204181
856	0.1448814349
857	0.1446049747
858	0.14452292
859	0.1443844094
860	0.144328292
861	0.1442928365
862	0.1442030181
863	0.1441965841
864	0.1440119229
865	0.1438840354
866	0.1438338095
867	0.143656071
868	0.1435458363
869	0.1434625012
870	0.1434501662
871	0.14335789
872	0.1433554679
873	0.1432630173
874	0.1431958434
875	0.1429976251
876	0.1428846859
877	0.1428219974
878	0.1428119668
879	0.1426184388
880	0.1425204582
881	0.1424090372
882	0.1422055942
883	0.1421436677
884	0.1421294184
885	0.1419535622
886	0.1417096608
887	0.1416177878
888	0.1414249283
889	0.1412712515
890	0.1412350237
891	0.1411100882
892	0.1409225159
893	0.1406776607
894	0.1405058043
895	0.1404930078
896	0.1403415317
897	0.1402134056
898	0.1400740095
899	0.1399575782
900	0.1397390741
901	0.139732205
902	0.1397243208
903	0.1396600309
904	0.1395342785
905	0.1393789141
906	0.1392063949
907	0.1389840738
908	0.1388387792
909	0.1386151699
910	0.1385656547
911	0.1384770459
912	0.1383652076
913	0.1382758053
914	0.1381968061
915	0.1380024334
916	0.1378867483
917	0.1377811744
918	0.1377748889
919	0.1377682791
920	0.1377622299
921	0.1377098919
922	0.1376094237
923	0.137423655
924	0.1373721926
925	0.1372472076
926	0.1372400415
927	0.1372304611
928	0.1370786575
929	0.1368340619
930	0.1367533213
931	0.1366166823
932	0.1365317698
933	0.1363916477
934	0.1362981283
935	0.1361160021
936	0.1361101811
937	0.1360222437
938	0.1358923676
939	0.1358133937
940	0.1357183307
941	0.1356543565
942	0.1355049817
943	0.1354397539
944	0.1354273583
945	0.1352241145
946	0.1352098023
947	0.1351138171
948	0.1351090809
949	0.1350504082
950	0.1350171411
951	0.1349627224
952	0.1349546895
953	0.1349219121
954	0.1347596884
955	0.1347203413
956	0.1345663981
957	0.1345018125
958	0.1344329638
959	0.1343550703
960	0.1342691766
961	0.1342638489
962	0.1341047962
963	0.1339650666
964	0.1339551044
965	0.1337339554
966	0.1336483312
967	0.1335095761
968	0.1334200288
969	0.1333527325
970	0.1333054315
971	0.1332431123
972	0.1331903209
973	0.1331413058
974	0.1330675313
975	0.1330153127
976	0.1329469676
977	0.1327982361
978	0.1327925439
979	0.1326845354
980	0.1326743615
981	0.1326105931
982	0.1323963087
983	0.1323440293
984	0.132337638
985	0.1323310441
986	0.1322503823
987	0.1320634698
988	0.1319329555
989	0.1318102737
990	0.1316549061
991	0.1315456073
992	0.1314300023
993	0.1313107184
994	0.1312206637
995	0.1311308778
996	0.1309772508
997	0.1308571027
998	0.1307703494
999	0.1306569702
